time,mnvel,errvel,tel,svalue
2456046.79362838,-35593.73095478821,0.810079493432012,HARPS-B,nodata
2456047.74412706,-35589.0835803073,0.519469891501636,HARPS-B,nodata
2456048.74070132,-35590.0929806449,0.45406530435582,HARPS-B,nodata
2456375.87726696,-35611.1361770877,0.357819600777545,HARPS-B,nodata
2456376.84343684,-35612.293526232,0.435562049464447,HARPS-B,nodata
2456377.83322979,-35613.031370851204,0.404166255292515,HARPS-B,nodata
2456378.80675913,-35612.9188179927,0.4039977296545939,HARPS-B,nodata
2456379.83989728,-35606.7173905765,0.413213174251717,HARPS-B,nodata
2456380.84202555,-35605.0867034806,0.377180068067633,HARPS-B,nodata
2456381.84211551,-35605.6506275941,0.361157171462797,HARPS-B,nodata
2456484.61124574,-35618.3193808093,0.592823098907422,HARPS-B,nodata
2456485.59621795,-35619.7281490971,0.4468506884185649,HARPS-B,nodata
2456486.5812358,-35618.599541752206,0.417555379595796,HARPS-B,nodata
2456487.60991865,-35619.577009709,0.373991537993781,HARPS-B,nodata
2456488.61782697,-35620.1026437723,0.440033441263633,HARPS-B,nodata
2456489.56431587,-35609.8373236266,0.535304854202241,HARPS-B,nodata
2456490.58505767,-35605.6445404544,0.393132952477442,HARPS-B,nodata
2456708.87201412,-35607.0134116953,0.420800364572211,HARPS-B,nodata
2456709.89310809,-35607.6084957841,0.44033758268209,HARPS-B,nodata
2456710.89065801,-35607.197001169894,0.473023143250959,HARPS-B,nodata
2456711.86509215,-35606.1160372062,0.459416383813054,HARPS-B,nodata
2456850.60994071,-35595.714069552,0.547686333777613,HARPS-B,nodata
2456852.60406001,-35597.6778373473,0.612267230664266,HARPS-B,nodata
2456855.55731476,-35596.057035232,0.678155150688046,HARPS-B,nodata
2456856.59403869,-35598.5062729697,0.4806110268141489,HARPS-B,nodata
2457227.5244842004,-35618.455347243864,0.311583868186444,HARPS-A,nodata
2457228.54430795,-35620.93810902216,0.3325991425299089,HARPS-A,nodata
2457229.56903828,-35621.700106780554,0.3477300678760819,HARPS-A,nodata
2457230.57334169,-35623.21722935226,0.326272195346737,HARPS-A,nodata
2457511.80660984,-35605.34345524136,0.3344128668419669,HARPS-A,nodata
2457808.86780424,-35615.55628477525,0.4004730955211509,HARPS-A,nodata
2457809.86425316,-35616.862867271055,0.3961748878453169,HARPS-A,nodata
2458192.86295354,-35600.48286073766,0.323504947800899,HARPS-A,nodata
2458328.54882668,-35598.05606468536,0.432631163799652,HARPS-A,nodata
2458329.46846028,-35596.86699003226,0.356516677057243,HARPS-A,nodata
2458330.50902099,-35600.74947783406,0.347242119659763,HARPS-A,nodata
2458331.46686847,-35601.84862953076,0.321957142226182,HARPS-A,nodata
2458622.69700458,-35588.58571508026,0.879378349371463,HARPS-A,nodata
2458712.4716792004,-35585.10375506316,0.5678926837138442,HARPS-A,nodata
